instance,row_type,remaining_iters,count,sat_wins,cplex_wins,ties,sat_win_rate,cplex_win_rate,sat_wall_mean,cplex_wall_mean,sat_wall_median,cplex_wall_median,sat_cpu_mean,cplex_cpu_mean,mismatches,threshold,policy,total_hybrid_wall,sat_steps,cplex_steps
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,3.776458431966603,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,4.33571580494754,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,4.561157289950643,0,17
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.02998764900257811,0.25726314599160105,0.02998764900257811,0.25726314599160105,0.029702999999983604,0.011718999999970947,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.015240890003042296,0.577502396015916,0.015240890003042296,0.577502396015916,0.01498700000001918,0.3621689999999944,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.019977585005108267,0.431480647996068,0.019977585005108267,0.431480647996068,0.019693000000017946,0.23762199999998757,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.06616361401393078,0.34686863902607,0.06616361401393078,0.34686863902607,0.06588999999996759,0.1635090000000332,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.0162302480021026,0.29627867898670956,0.0162302480021026,0.29627867898670956,0.015979999999956362,0.1225289999999859,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.01707419697777368,0.2355225819919724,0.01707419697777368,0.2355225819919724,0.016774999999995543,0.06694500000003245,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.07169540799804963,0.21657801800756715,0.07169540799804963,0.21657801800756715,0.07140700000002198,0.04394999999999527,0,,,,,
u1060,remaining_iters_summary,11,1,1,0,0,1.0,0.0,0.09843794198241085,0.1996896140044555,0.09843794198241085,0.1996896140044555,0.09813800000000583,0.03149899999999661,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,1.2274862110207323,0.1958367720071692,1.2274862110207323,0.1958367720071692,1.2270950000000198,0.029458000000033735,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,0.3935376130102668,0.1971207880123984,0.3935376130102668,0.1971207880123984,0.39324999999996635,0.027556000000004133,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,1.5246150360035244,0.22401163799804635,1.5246150360035244,0.22401163799804635,1.5242240000000038,0.052468999999973676,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,1.3674782020098064,0.19286825897870585,1.3674782020098064,0.19286825897870585,1.3671319999999696,0.027803000000005795,0,,,,,
u1060,remaining_iters_summary,5,1,0,1,0,0.0,1.0,1.6564940870157443,0.21854810797958635,1.6564940870157443,0.21854810797958635,1.656120000000044,0.04775899999998501,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,1.6894148849823978,0.1967216540069785,1.6894148849823978,0.1967216540069785,1.6890380000000391,0.030509999999992488,0,,,,,
u1060,remaining_iters_summary,3,1,0,1,0,0.0,1.0,1.4946444599772803,0.20333394198678434,1.4946444599772803,0.20333394198678434,1.4942549999999528,0.03898300000003019,0,,,,,
u1060,remaining_iters_summary,2,1,0,1,0,0.0,1.0,2.125609445007285,0.2067223699996248,2.125609445007285,0.2067223699996248,2.1251589999999965,0.04191100000002734,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,2.0893900910159573,0.24962963999132626,2.0893900910159573,0.24962963999132626,2.0889589999999885,0.08458799999999655,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,12.06371711200336,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,12.06371711200336,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,10.1448300369957,15,2
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,8.853519519005204,14,3
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,7.360826288029784,13,4
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,5.922880308993626,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,5.922880308993626,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,4.748270365962526,11,6
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,3.4476669679570477,10,7
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,3.2512501429591794,9,8
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,2.2196007039456163,8,9
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,2.320852375967661,7,10
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,2.4657349859771784,6,11
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,2.684183370991377,5,12
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,2.964231801975984,4,13
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,3.2449368269881234,3,14
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,3.656439889979083,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,4.218701395991957,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,4.44597689298098,0,17
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.03225786698749289,0.2567123679909855,0.03225786698749289,0.2567123679909855,0.03198900000001004,0.009456000000000131,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.016695586004061624,0.2267693710164167,0.016695586004061624,0.2267693710164167,0.01639599999998609,0.006264999999984866,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.049279780010692775,0.43391061600414105,0.049279780010692775,0.43391061600414105,0.048998000000040065,0.23879699999997683,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.01446707098511979,0.34480392799014226,0.01446707098511979,0.34480392799014226,0.014166999999986274,0.16307199999999966,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.01861234600073658,0.26720272199600004,0.01861234600073658,0.26720272199600004,0.018352999999990516,0.08780100000001312,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.027265433018328622,0.2358945390151348,0.027265433018328622,0.2358945390151348,0.026981999999975415,0.06706199999996443,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.04007061698939651,0.20936138898832723,0.04007061698939651,0.20936138898832723,0.0397930000000315,0.04369199999996454,0,,,,,
u1060,remaining_iters_summary,11,1,1,0,0,1.0,0.0,0.03765725501580164,0.199857212981442,0.03765725501580164,0.199857212981442,0.03735499999999092,0.03178600000001097,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,1.4816944119811524,0.192555599991465,1.4816944119811524,0.192555599991465,1.4812749999999824,0.03029500000002372,0,,,,,
u1060,remaining_iters_summary,9,1,1,0,0,1.0,0.0,0.0818396820104681,0.19796916301129386,0.0818396820104681,0.19796916301129386,0.08158499999996138,0.02755000000001928,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,0.6443889820075128,0.21139265701640397,0.6443889820075128,0.21139265701640397,0.6440690000000018,0.041855999999995674,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,1.414434762991732,0.20867243298562244,1.414434762991732,0.20867243298562244,1.4140810000000101,0.0402920000000222,0,,,,,
u1060,remaining_iters_summary,6,1,0,1,0,0.0,1.0,3.629084682004759,0.301204385003075,3.629084682004759,0.301204385003075,3.628571000000022,0.13499899999999343,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,1.4765739449940156,0.2210461960057728,1.4765739449940156,0.2210461960057728,1.4761810000000537,0.04650799999996025,0,,,,,
u1060,remaining_iters_summary,3,1,1,0,0,1.0,0.0,0.012201334990095347,0.2180386649852153,0.012201334990095347,0.2180386649852153,0.011881000000016684,0.04751099999998587,0,,,,,
u1060,remaining_iters_summary,2,1,1,0,0,1.0,0.0,0.024083733995212242,0.22663023599307053,0.024083733995212242,0.22663023599307053,0.02379600000000437,0.060632000000055086,0,,,,,
u1060,remaining_iters_summary,1,1,0,1,0,0.0,1.0,0.7745456609991379,0.21816588801448233,0.7745456609991379,0.21816588801448233,0.7741619999999898,0.046648000000004686,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,5.03323001798708,0.290007217990933,5.03323001798708,0.290007217990933,5.032594000000017,0.12391700000000583,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,10.065160368976649,17,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,9.508780595991993,16,2
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,9.711327097989852,15,3
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,9.917164427984972,14,4
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,8.661636678996729,13,5
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,8.661636678996729,13,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,5.333756381995045,12,6
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,4.127994051988935,11,7
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,3.6949977269978262,10,8
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,3.811127207998652,9,9
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,2.5219883960089646,8,10
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,2.684188353974605,7,11
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,2.8534791259735357,6,12
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,3.062108231970342,5,13
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,3.3106986079656053,4,14
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,3.641035464970628,3,15
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,4.025666300964076,2,16
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,4.235740085976431,1,17
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,4.460194586979924,0,18
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.0362857379950583,0.2510657520033419,0.0362857379950583,0.2510657520033419,0.035981999999989966,0.00916300000000092,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.021664014988346025,0.22722440600045957,0.021664014988346025,0.22722440600045957,0.021349999999983993,0.006300000000010186,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.0182571449840907,0.429959447006695,0.0182571449840907,0.429959447006695,0.017931999999973414,0.23837599999995973,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.023947480018250644,0.34688766399631277,0.023947480018250644,0.34688766399631277,0.02367900000001555,0.1660660000000007,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.014253483997890726,0.26965007800026797,0.014253483997890726,0.26965007800026797,0.013976000000013755,0.08937400000002071,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.015716471010819077,0.23886427999241278,0.015716471010819077,0.23886427999241278,0.01542299999999841,0.06728799999996227,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.01759154099272564,0.21147253998788074,0.01759154099272564,0.21147253998788074,0.017350000000021737,0.043846999999971104,0,,,,,
u1060,remaining_iters_summary,11,1,1,0,0,1.0,0.0,0.03733206301694736,0.19835111501743086,0.03733206301694736,0.19835111501743086,0.03705499999995254,0.031660999999985506,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,1.5725148979981896,0.19752803398296237,1.5725148979981896,0.19752803398296237,1.572166999999979,0.030079999999998108,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,0.5180402650148608,0.17157096401206218,0.5180402650148608,0.17157096401206218,0.517735000000016,0.0068379999999592656,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,1.1143875809793826,0.18946557299932465,1.1143875809793826,0.18946557299932465,1.114025999999967,0.02133299999997007,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,1.0820199490117375,0.19141247202060185,1.0820199490117375,0.19141247202060185,1.0816940000000272,0.026423000000022512,0,,,,,
u1060,remaining_iters_summary,5,1,0,1,0,0.0,1.0,1.536369562993059,0.18742303299950436,1.536369562993059,0.18742303299950436,1.5359940000000165,0.02585199999998622,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,1.4391473989817314,0.2074412090005353,1.4391473989817314,0.2074412090005353,1.4387720000000854,0.04031899999995403,0,,,,,
u1060,remaining_iters_summary,3,1,0,1,0,0.0,1.0,2.0916347310121637,0.20360394101589918,2.0916347310121637,0.20360394101589918,2.0912180000000262,0.039221999999995205,0,,,,,
u1060,remaining_iters_summary,2,1,0,1,0,0.0,1.0,1.933875110000372,0.20606832898920402,1.933875110000372,0.20606832898920402,1.9335009999999784,0.03859699999998156,0,,,,,
u1060,remaining_iters_summary,0,1,1,0,0,1.0,0.0,0.011977467016549781,0.27862274600192904,0.011977467016549781,0.27862274600192904,0.01168400000000247,0.03827899999998863,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,11.751660178997554,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,11.751660178997554,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,10.023853397986386,15,2
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,8.135822607990121,14,3
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,6.904116418008925,13,4
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,5.555169888015371,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,5.555169888015371,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,4.664562411024235,11,6
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,3.739640403044177,10,7
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,3.3931711020413786,9,8
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,2.0181842380261514,8,9
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,2.179203290026635,7,10
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,2.37308428902179,6,11
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,2.5962320980033837,5,12
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,2.851628692005761,4,13
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,3.174568875983823,3,14
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,3.5862711780064274,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,3.791831569018541,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,4.0066115830268245,0,17
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.04002148000290617,0.25765409402083606,0.04002148000290617,0.25765409402083606,0.03975100000002385,0.009421999999915442,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.03146040500723757,0.22491365400492214,0.03146040500723757,0.22491365400492214,0.031204999999999927,0.005844999999965239,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.029486560000805184,0.4363650779996533,0.029486560000805184,0.4363650779996533,0.029229999999984102,0.23875300000003108,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.025350664014695212,0.34699472901411355,0.025350664014695212,0.34699472901411355,0.025103999999998905,0.1632319999999936,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.017419443000108004,0.2677304290118627,0.017419443000108004,0.2677304290118627,0.017168000000026495,0.08782099999996262,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.016874335007742047,0.2172266720153857,0.016874335007742047,0.2172266720153857,0.01663899999999785,0.045237000000042826,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.02436364599270746,0.21857174398610368,0.02436364599270746,0.21857174398610368,0.024129000000016276,0.04399799999998777,0,,,,,
u1060,remaining_iters_summary,11,1,1,0,0,1.0,0.0,0.035834142996463925,0.20580360700841993,0.035834142996463925,0.20580360700841993,0.03556799999995519,0.031791999999995824,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,0.8801432100008242,0.19572725598118268,0.8801432100008242,0.19572725598118268,0.8798459999999864,0.02275400000002037,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,0.5776531790033914,0.17328165299841203,0.5776531790033914,0.17328165299841203,0.5773739999999634,0.006715999999983069,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,1.606251343007898,0.1907093109912239,1.606251343007898,0.1907093109912239,1.6058909999999855,0.021485000000041055,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,1.6667322629946284,0.21919053100282326,1.6667322629946284,0.21919053100282326,1.6663510000000201,0.04669200000000728,0,,,,,
u1060,remaining_iters_summary,5,1,0,1,0,0.0,1.0,2.0981785570038483,0.19257564301369712,2.0981785570038483,0.19257564301369712,2.097775000000013,0.02429499999999507,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,1.9985750970081426,0.20782206000876613,1.9985750970081426,0.20782206000876613,1.9981989999999996,0.03771000000000413,0,,,,,
u1060,remaining_iters_summary,3,1,0,1,0,0.0,1.0,1.8916017609881237,0.19775816600304097,1.8916017609881237,0.19775816600304097,1.8912129999999934,0.02684799999997267,0,,,,,
u1060,remaining_iters_summary,2,1,0,1,0,0.0,1.0,1.9400058780156542,0.19526103002135642,1.9400058780156542,0.19526103002135642,1.939579999999978,0.022852000000000317,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,2.2299899049976375,0.1915492470143363,2.2299899049976375,0.1915492470143363,2.2296180000000163,0.021848000000034062,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,13.071501211059513,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,13.071501211059513,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,11.326756363065215,15,2
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,9.632912768080132,14,3
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,7.842159731080756,13,4
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,5.9365568170906045,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,5.9365568170906045,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,4.489015085098799,11,6
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,3.0734730530821253,10,7
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,2.669101527077146,9,8
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,1.9846855730575044,8,9
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,2.1546550370694604,7,10
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,2.3488631350628566,6,11
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,2.5492154720705003,5,12
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,2.799526458082255,4,13
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,3.1211705230816733,3,14
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,3.5280490410805214,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,3.721502290078206,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,3.939134904096136,0,17
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.04153862001840025,0.2583377109840512,0.04153862001840025,0.2583377109840512,0.04126300000001493,0.009782999999970343,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.04021161099080928,0.22282551499665715,0.04021161099080928,0.22282551499665715,0.039887000000021544,0.0061519999999859465,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.021129239990841597,0.43444515299052,0.021129239990841597,0.43444515299052,0.02078000000000202,0.23855000000008886,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.029161826998461038,0.3525251180108171,0.029161826998461038,0.3525251180108171,0.028826999999978398,0.16440000000000055,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.020395794010255486,0.2649716119922232,0.020395794010255486,0.2649716119922232,0.02007799999995541,0.0883429999999521,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.019711260014446452,0.21638266000081785,0.019711260014446452,0.21638266000081785,0.019407999999998538,0.04544700000002422,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.020523730985587463,0.2157027290086262,0.020523730985587463,0.2157027290086262,0.020216000000004897,0.044000999999980195,0,,,,,
u1060,remaining_iters_summary,11,1,1,0,0,1.0,0.0,0.02118916399194859,0.20121189701603726,0.02118916399194859,0.20121189701603726,0.020908999999960542,0.03211500000003298,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,0.519500018999679,0.18779541799449362,0.519500018999679,0.18779541799449362,0.5191449999999804,0.019249999999999545,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,0.7129474770044908,0.1743821630079765,0.7129474770044908,0.1743821630079765,0.7125839999999926,0.007069000000001324,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,2.402102977997856,0.18944429900147952,2.402102977997856,0.18944429900147952,2.40166099999999,0.022262999999952626,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,1.2790102629805915,0.18911569399642758,1.2790102629805915,0.18911569399642758,1.2786350000000084,0.019909999999981665,0,,,,,
u1060,remaining_iters_summary,5,1,0,1,0,0.0,1.0,2.158206142979907,0.19747435697354376,2.158206142979907,0.19747435697354376,2.157763999999986,0.026640999999983705,0,,,,,
u1060,remaining_iters_summary,4,1,1,0,0,1.0,0.0,0.1705528839956969,0.20101297099608928,0.1705528839956969,0.20101297099608928,0.1702460000000201,0.03149400000000924,0,,,,,
u1060,remaining_iters_summary,3,1,0,1,0,0.0,1.0,2.4259673149790615,0.18543603899888694,2.4259673149790615,0.18543603899888694,2.4255419999999503,0.020512999999994008,0,,,,,
u1060,remaining_iters_summary,2,1,0,1,0,0.0,1.0,2.020257397001842,0.20644666301086545,2.020257397001842,0.20644666301086545,2.019753000000037,0.0331820000000107,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,2.072496451000916,0.18816474699997343,2.072496451000916,0.18816474699997343,2.0720530000000394,0.022942999999997937,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,12.090570469939848,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,12.090570469939848,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,10.276759735948872,15,2
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,8.036228459968697,14,3
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,8.06668854696909,13,4
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,6.1059567609627265,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,6.1059567609627265,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,5.016062191978563,11,6
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,2.803403512982186,10,7
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,2.2648381989856716,9,8
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,1.9331335979804862,8,9
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,2.113156331004575,7,10
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,2.3083353290276136,6,11
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,2.505006729013985,5,12
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,2.7495825469959527,4,13
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,3.072945838008309,3,14
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,3.486261751007987,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,3.668875655013835,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,3.885674745979486,0,17
