instance,row_type,remaining_iters,count,sat_wins,cplex_wins,ties,sat_win_rate,cplex_win_rate,sat_wall_mean,cplex_wall_mean,sat_wall_median,cplex_wall_median,sat_cpu_mean,cplex_cpu_mean,mismatches,threshold,policy,total_hybrid_wall,sat_steps,cplex_steps
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,5.893555678980192,3,14
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,6.30223762098467,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,6.856819431995973,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,7.300387652008794,0,17
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.016892034996999428,0.47031312598846853,0.016892034996999428,0.47031312598846853,0.016583999999994603,0.23188500000000545,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.008685187000082806,0.5727670299820602,0.008685187000082806,0.5727670299820602,0.008421999999995933,0.3618940000000066,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.012646567018236965,0.42181050800718367,0.012646567018236965,0.42181050800718367,0.012409999999988486,0.23737400000001685,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.010961826978018507,0.334215157025028,0.010961826978018507,0.334215157025028,0.010673999999994521,0.1643980000000056,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.019695933995535597,0.29013968000072055,0.019695933995535597,0.29013968000072055,0.019432999999992262,0.12346499999998173,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.01117624799371697,0.22756195100373589,0.01117624799371697,0.22756195100373589,0.010896999999999935,0.06674399999999991,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.047872468014247715,0.2015032580238767,0.047872468014247715,0.2015032580238767,0.04761600000003341,0.04377599999997983,0,,,,,
u1060,remaining_iters_summary,11,1,0,1,0,0.0,1.0,0.27087065199157223,0.21475466201081872,0.27087065199157223,0.21475466201081872,0.2706190000000106,0.057147000000014714,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,0.6625250740034971,0.25382843901752494,0.6625250740034971,0.25382843901752494,0.6621989999999869,0.09325000000001182,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,2.27619709901046,1.1423171049973462,2.27619709901046,1.1423171049973462,2.2757880000000057,0.9842680000000144,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,0.6596582860220224,0.23857617398607545,0.6596582860220224,0.23857617398607545,0.6593890000000044,0.08045300000000566,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,0.35548173100687563,0.2585804589907639,0.35548173100687563,0.2585804589907639,0.3551429999999982,0.09783400000000597,0,,,,,
u1060,remaining_iters_summary,6,1,0,1,0,0.0,1.0,0.44924217599327676,0.3408653179940302,0.44924217599327676,0.3408653179940302,0.4489690000000053,0.18343200000001048,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,1.4310646049852949,0.3395902809861582,1.4310646049852949,0.3395902809861582,1.4307269999999903,0.17945900000000847,0,,,,,
u1060,remaining_iters_summary,3,1,1,0,0,1.0,0.0,0.006267543009016663,0.2634140500158537,0.006267543009016663,0.2634140500158537,0.005989999999997053,0.10551499999999692,0,,,,,
u1060,remaining_iters_summary,2,1,1,0,0,1.0,0.0,0.006324251997284591,0.4045949449937325,0.006324251997284591,0.4045949449937325,0.006042000000007874,0.2463329999999928,0,,,,,
u1060,remaining_iters_summary,1,1,1,0,0,1.0,0.0,0.00628355098888278,0.4067483010003343,0.00628355098888278,0.4067483010003343,0.0060450000000003,0.24596500000001242,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,7.082536834990606,1.1737855449900962,7.082536834990606,1.1737855449900962,7.0818940000000055,1.0176720000000046,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,7.425630779995117,17,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,7.826095530006569,16,2
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,8.224366223003017,15,3
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,8.481512730009854,14,4
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,7.390038406010717,13,5
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,7.390038406010717,13,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,7.281661548011471,12,6
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,7.184760275995359,11,7
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,6.763678163959412,10,8
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,5.629798169946298,9,9
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,5.221101534960326,8,10
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,5.164985544979572,7,11
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,5.318616334989201,6,12
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,5.53500203799922,5,13
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,5.805445784004405,4,14
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,6.128699114051415,3,15
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,6.537863055040361,2,16
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,7.101944898022339,1,17
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,7.555365989013808,0,18
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.018702491011936218,0.48028747900389135,0.018702491011936218,0.48028747900389135,0.018392000000005737,0.23118300000001568,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.01684495498193428,0.5685217550199013,0.01684495498193428,0.5685217550199013,0.016576999999983855,0.35906300000002034,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.018656487023690715,0.43494595697848126,0.018656487023690715,0.43494595697848126,0.018370999999973492,0.23954299999999762,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.011285683984169737,0.34309911497985013,0.011285683984169737,0.34309911497985013,0.01101699999998118,0.1637800000000027,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.007772929995553568,0.29835958598414436,0.007772929995553568,0.29835958598414436,0.00751699999997868,0.12372199999998656,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.009567314002197236,0.23728460099664517,0.009567314002197236,0.23728460099664517,0.009303000000016937,0.0670679999999777,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.03366282000206411,0.21782230798271485,0.03366282000206411,0.21782230798271485,0.03340700000001107,0.04424299999999448,0,,,,,
u1060,remaining_iters_summary,11,1,0,1,0,0.0,1.0,1.2966831589874346,0.23507176199927926,1.2966831589874346,0.23507176199927926,1.296336999999994,0.06941799999998466,0,,,,,
u1060,remaining_iters_summary,10,1,1,0,0,1.0,0.0,0.12035484399530105,0.20562909200089052,0.12035484399530105,0.20562909200089052,0.12011699999999337,0.03621100000000865,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,0.5384957669884898,0.2377972209942527,0.5384957669884898,0.2377972209942527,0.5381950000000018,0.06929800000000341,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,0.5682577240222599,0.26851226200233214,0.5682577240222599,0.26851226200233214,0.5679580000000044,0.10224200000001815,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,4.728871598024853,4.457964819011977,4.728871598024853,4.457964819011977,4.728386999999998,4.292299000000014,0,,,,,
u1060,remaining_iters_summary,5,1,0,1,0,0.0,1.0,1.0527679510123562,0.2594226810033433,1.0527679510123562,0.2594226810033433,1.0524910000000034,0.09281599999999912,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,0.5169505609956104,0.2628133640100714,0.5169505609956104,0.2628133640100714,0.516680000000008,0.09698299999999449,0,,,,,
u1060,remaining_iters_summary,3,1,1,0,0,1.0,0.0,0.00778663600794971,0.2976019640045706,0.00778663600794971,0.2976019640045706,0.007510000000053196,0.1321489999999983,0,,,,,
u1060,remaining_iters_summary,2,1,1,0,0,1.0,0.0,0.007672767998883501,0.2800270830048248,0.007672767998883501,0.2800270830048248,0.007422999999988633,0.11291699999998173,0,,,,,
u1060,remaining_iters_summary,1,1,1,0,0,1.0,0.0,0.007364035991486162,0.349409768008627,0.007364035991486162,0.349409768008627,0.007114000000001397,0.1830900000000213,0,,,,,
u1060,remaining_iters_summary,0,1,1,0,0,1.0,0.0,0.20264859500457533,0.4325370010046754,0.20264859500457533,0.4325370010046754,0.2023879999999849,0.2653620000000103,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,9.394234726030845,17,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,9.736280458047986,16,2
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,10.008634773053927,15,3
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,10.298450101050548,14,4
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,10.04431290406501,13,5
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,9.250967634055996,12,6
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,9.250967634055996,12,6
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,8.98006085504312,11,7
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,8.680315393023193,10,8
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,8.379616847028956,9,9
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,8.464891095034545,8,10
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,7.40327969804639,7,11
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,7.587439186027041,6,12
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,7.815156473021489,5,13
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,8.10574312901008,4,14
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,8.43755656000576,3,15
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,8.85384602996055,2,16
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,9.405522829998517,1,17
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,9.867107817990473,0,18
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.021135269984370098,0.2519433979759924,0.021135269984370098,0.2519433979759924,0.020864999999986367,0.009398000000004458,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.013119232025928795,0.5788771310180891,0.013119232025928795,0.5788771310180891,0.012830000000008113,0.3624579999999753,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.025788951985305175,0.43454465398099273,0.025788951985305175,0.43454465398099273,0.025424999999984266,0.24056099999998537,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.010989898000843823,0.34110286401119083,0.010989898000843823,0.34110286401119083,0.010724000000010392,0.16320299999998156,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.00846178998472169,0.29465653898660094,0.00846178998472169,0.29465653898660094,0.008167999999983522,0.12317799999999579,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.008504127006744966,0.23353157000383362,0.008504127006744966,0.23353157000383362,0.008239000000003216,0.06693399999997496,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.011239300976740196,0.20997467200504616,0.011239300976740196,0.20997467200504616,0.010965999999996257,0.04389299999999707,0,,,,,
u1060,remaining_iters_summary,11,1,0,1,0,0.0,1.0,0.567900762980571,0.2319162689964287,0.567900762980571,0.2319162689964287,0.5676330000000007,0.06687999999999761,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,0.23509956197813153,0.17515733497566544,0.23509956197813153,0.17515733497566544,0.2348400000000197,0.012440999999995483,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,0.7539505590102635,0.2093323640001472,0.7539505590102635,0.2093323640001472,0.7536299999999869,0.044290000000017926,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,1.1187840949860401,0.21979493301478215,1.1187840949860401,0.21979493301478215,1.118405000000024,0.056392999999985705,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,0.7837891050148755,0.23912827300955541,0.7837891050148755,0.23912827300955541,0.7834689999999966,0.07402700000000095,0,,,,,
u1060,remaining_iters_summary,5,1,1,0,0,1.0,0.0,0.06199245300376788,0.24495172800379805,0.06199245300376788,0.24495172800379805,0.061726000000021486,0.0811960000000056,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,2.1022973569924943,0.9706927560037002,2.1022973569924943,0.9706927560037002,2.101900999999998,0.80672899999999,0,,,,,
u1060,remaining_iters_summary,3,1,0,1,0,0.0,1.0,1.7362352730124258,0.21366242598742247,1.7362352730124258,0.21366242598742247,1.7359150000000056,0.05252699999999777,0,,,,,
u1060,remaining_iters_summary,2,1,0,1,0,0.0,1.0,2.4536369419947732,0.2597577210108284,2.4536369419947732,0.2597577210108284,2.453265999999985,0.09544300000001726,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,2.3659667070023715,0.2540756080124993,2.3659667070023715,0.2540756080124993,2.3655880000000025,0.09157599999997501,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,10.167000286950497,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,10.167000286950497,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,7.973121065966552,15,2
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,6.450548218941549,14,3
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,5.318943617952755,13,4
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,5.501902892952785,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,5.501902892952785,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,4.957242060947465,11,6
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,4.058252898976207,10,7
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,3.5136347039660905,9,8
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,3.4536924769636244,8,9
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,3.117707982979482,7,10
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,3.316443354007788,6,11
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,3.5414707970048767,5,12
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,3.827665546006756,4,13
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,4.157778512017103,3,14
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,4.5665342140127905,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,5.132292113004951,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,5.363100240996573,0,17
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.0239669110160321,0.26207488001091406,0.0239669110160321,0.26207488001091406,0.02364999999997508,0.009872000000029857,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.013039644982200116,0.5819697930128314,0.013039644982200116,0.5819697930128314,0.012745999999992819,0.36251199999998107,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.017520997003884986,0.429699956002878,0.017520997003884986,0.429699956002878,0.01724699999999757,0.23738099999997075,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.009581654012436047,0.34393918098066933,0.009581654012436047,0.34393918098066933,0.009300999999993564,0.16336699999999382,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.00932902900967747,0.2977392410102766,0.00932902900967747,0.2977392410102766,0.009051999999996951,0.12268100000000004,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.026024607999715954,0.2355089199845679,0.026024607999715954,0.2355089199845679,0.02574000000004162,0.06689299999999321,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.06206779199419543,0.21309044997906312,0.06206779199419543,0.21309044997906312,0.06178699999998116,0.04426800000004505,0,,,,,
u1060,remaining_iters_summary,11,1,0,1,0,0.0,1.0,0.34981394599890336,0.20221670001046732,0.34981394599890336,0.20221670001046732,0.34948300000002064,0.031835000000000946,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,0.34056725702248514,0.17821383298723958,0.34056725702248514,0.17821383298723958,0.34028800000004367,0.017049999999983356,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,1.0630097149987705,0.21071625800686888,1.0630097149987705,0.21071625800686888,1.0626330000000053,0.048676000000000386,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,0.8325926340185106,0.22633059998042881,0.8325926340185106,0.22633059998042881,0.8322749999999814,0.0574020000000246,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,0.9978098700230476,0.22728223400190473,0.9978098700230476,0.22728223400190473,0.99748900000003,0.06014199999998482,0,,,,,
u1060,remaining_iters_summary,5,1,0,1,0,0.0,1.0,1.391352052014554,0.24172023800201714,1.391352052014554,0.24172023800201714,1.3909939999999779,0.06945100000001503,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,1.9607225860236213,0.23964630500995554,1.9607225860236213,0.23964630500995554,1.9603070000000002,0.07292200000000548,0,,,,,
u1060,remaining_iters_summary,3,1,0,1,0,0.0,1.0,1.3524766770133283,0.23517105099745095,1.3524766770133283,0.23517105099745095,1.3521409999999605,0.06837899999999308,0,,,,,
u1060,remaining_iters_summary,2,1,0,1,0,0.0,1.0,2.2549663840036374,0.3175581230025273,2.2549663840036374,0.3175581230025273,2.254534000000035,0.15236299999997982,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,1.7496498159889597,0.2616666969843209,1.7496498159889597,0.2616666969843209,1.7492579999999975,0.09651900000000069,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,10.966508454119321,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,10.966508454119321,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,9.02910019311821,15,2
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,7.9117945671023335,14,3
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,6.190718286088668,13,4
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,5.041086472076131,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,5.041086472076131,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,4.270558836054988,11,6
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,3.6642968020169064,10,7
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,2.812003345025005,9,8
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,2.6496499209897593,8,9
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,2.5020526750013232,7,10
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,2.653075332986191,6,11
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,2.862559644971043,5,12
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,3.150969856971642,4,13
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,3.4853273839398753,3,14
u1060,threshold_simulation,,,,,,,,,,,,,,,16,use SAT if remaining_iters > T else CPLEX,3.8975063429388683,2,15
u1060,threshold_simulation,,,,,,,,,,,,,,,17,use SAT if remaining_iters > T else CPLEX,4.4664364909695,1,16
u1060,threshold_simulation,,,,,,,,,,,,,,,18,use SAT if remaining_iters > T else CPLEX,4.7045444599643815,0,17
u1060,remaining_iters_summary,18,1,1,0,0,1.0,0.0,0.028728684992529452,0.254170169995632,0.028728684992529452,0.254170169995632,0.02842499999997017,0.010006999999973232,0,,,,,
u1060,remaining_iters_summary,17,1,1,0,0,1.0,0.0,0.021576599014224485,0.5808339719951618,0.021576599014224485,0.5808339719951618,0.021261000000038166,0.3608609999999999,0,,,,,
u1060,remaining_iters_summary,16,1,1,0,0,1.0,0.0,0.018063319992506877,0.4333032330032438,0.018063319992506877,0.4333032330032438,0.017768999999987045,0.23842600000000402,0,,,,,
u1060,remaining_iters_summary,15,1,1,0,0,1.0,0.0,0.015876959019806236,0.3485340919869486,0.015876959019806236,0.3485340919869486,0.015585000000044147,0.1639329999999859,0,,,,,
u1060,remaining_iters_summary,14,1,1,0,0,1.0,0.0,0.013236508006229997,0.3079573240247555,0.013236508006229997,0.3079573240247555,0.012966000000005806,0.12361800000002177,0,,,,,
u1060,remaining_iters_summary,13,1,1,0,0,1.0,0.0,0.013311077986145392,0.24061281100148335,0.013311077986145392,0.24061281100148335,0.013000999999974283,0.06755900000001702,0,,,,,
u1060,remaining_iters_summary,12,1,1,0,0,1.0,0.0,0.015683985984651372,0.22056079297908582,0.015683985984651372,0.22056079297908582,0.015412000000026183,0.045945000000017444,0,,,,,
u1060,remaining_iters_summary,11,1,1,0,0,1.0,0.0,0.0935855699935928,0.20443206100026146,0.0935855699935928,0.20443206100026146,0.09325000000001182,0.03199200000000246,0,,,,,
u1060,remaining_iters_summary,10,1,0,1,0,0.0,1.0,0.813865000003716,0.18939141201553866,0.813865000003716,0.18939141201553866,0.8135369999999966,0.025184000000024298,0,,,,,
u1060,remaining_iters_summary,9,1,0,1,0,0.0,1.0,1.0239097459998447,0.21797685898491181,1.0239097459998447,0.21797685898491181,1.0235950000000003,0.05131899999997813,0,,,,,
u1060,remaining_iters_summary,8,1,0,1,0,0.0,1.0,1.350104877987178,0.21062161499867216,1.350104877987178,0.21062161499867216,1.3497260000000324,0.04454500000002781,0,,,,,
u1060,remaining_iters_summary,7,1,0,1,0,0.0,1.0,1.3217968099925201,0.23914021300151944,1.3217968099925201,0.23914021300151944,1.321458000000007,0.07071600000000444,0,,,,,
u1060,remaining_iters_summary,5,1,0,1,0,0.0,1.0,0.2981035560078453,0.2340615360008087,0.2981035560078453,0.2340615360008087,0.29781100000002425,0.06520899999998164,0,,,,,
u1060,remaining_iters_summary,4,1,0,1,0,0.0,1.0,2.3390542559791356,0.2157752359926235,2.3390542559791356,0.2157752359926235,2.3386010000000397,0.04739000000000715,0,,,,,
u1060,remaining_iters_summary,3,1,0,1,0,0.0,1.0,1.8499724460125435,0.213837920979131,1.8499724460125435,0.213837920979131,1.8495580000000018,0.046725999999978285,0,,,,,
u1060,remaining_iters_summary,2,1,0,1,0,0.0,1.0,1.0243778910080437,0.23540698300348595,1.0243778910080437,0.23540698300348595,1.024045000000001,0.06863400000003139,0,,,,,
u1060,remaining_iters_summary,0,1,0,1,0,0.0,1.0,2.448531322006602,0.21454105898737907,2.448531322006602,0.21454105898737907,2.4481099999999856,0.04744300000004387,0,,,,,
u1060,threshold_simulation,,,,,,,,,,,,,,,0,use SAT if remaining_iters > T else CPLEX,10.455788346967893,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,1,use SAT if remaining_iters > T else CPLEX,10.455788346967893,16,1
u1060,threshold_simulation,,,,,,,,,,,,,,,2,use SAT if remaining_iters > T else CPLEX,9.666817438963335,15,2
u1060,threshold_simulation,,,,,,,,,,,,,,,3,use SAT if remaining_iters > T else CPLEX,8.030682913929923,14,3
u1060,threshold_simulation,,,,,,,,,,,,,,,4,use SAT if remaining_iters > T else CPLEX,5.90740389394341,13,4
u1060,threshold_simulation,,,,,,,,,,,,,,,5,use SAT if remaining_iters > T else CPLEX,5.843361873936374,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,6,use SAT if remaining_iters > T else CPLEX,5.843361873936374,12,5
u1060,threshold_simulation,,,,,,,,,,,,,,,7,use SAT if remaining_iters > T else CPLEX,4.760705276945373,11,6
u1060,threshold_simulation,,,,,,,,,,,,,,,8,use SAT if remaining_iters > T else CPLEX,3.621222013956867,10,7
u1060,threshold_simulation,,,,,,,,,,,,,,,9,use SAT if remaining_iters > T else CPLEX,2.8152891269419342,9,8
u1060,threshold_simulation,,,,,,,,,,,,,,,10,use SAT if remaining_iters > T else CPLEX,2.190815538953757,8,9
u1060,threshold_simulation,,,,,,,,,,,,,,,11,use SAT if remaining_iters > T else CPLEX,2.3016620299604256,7,10
u1060,threshold_simulation,,,,,,,,,,,,,,,12,use SAT if remaining_iters > T else CPLEX,2.50653883695486,6,11
u1060,threshold_simulation,,,,,,,,,,,,,,,13,use SAT if remaining_iters > T else CPLEX,2.733840569970198,5,12
u1060,threshold_simulation,,,,,,,,,,,,,,,14,use SAT if remaining_iters > T else CPLEX,3.0285613859887235,4,13
u1060,threshold_simulation,,,,,,,,,,,,,,,15,use SAT if remaining_iters > T else CPLEX,3.361218518955866,3,14
